"Partija","Kandidatas1","Kandidatas2","Koreliacija"
"Demokratinė darbo ir vienybės partija","Audrius JASIONIS","Gintautas DAČIOLA",0.161553842195571
"„Drąsos kelias“ politinė partija","Birutė VAIKŠNORAITĖ","Egidijus SKARBALIUS",0.161553534831687
"Respublikonų partija","Odilija LEKŠAITĖ","Vitalija GRIGARAVIČIENĖ",0.161548347061373
"Lietuvos žmonių partija","Dionizas DIRŽAUSKAS","Valerij DALECKIJ",0.161080624629872
"„Drąsos kelias“ politinė partija","Jonas IVOŠKA","Jonas ZAJANČKAUSKAS",0.160797572318875
"Respublikonų partija","Marius KARALIŪNAS","Mindaugas KARLONAS",0.160692705628292
"Liberalų ir centro sąjunga","Alvydas GERVINSKAS","Jūratė GRICIŪTĖ",0.160070553724877
"„Drąsos kelias“ politinė partija","Česlovas STONYS","Linas PETRONIS",0.160007560655366
"Demokratinė darbo ir vienybės partija","Dalius MICKUS","Edita KALIŪNIENĖ",0.159997289114125
"Krikščionių partija","Darius KAIRAITIS","Toma RACIUVIENĖ",0.159700217473247
"Partija „Jaunoji Lietuva“","Eglė KNIEČIŪNAITĖ","Emilija PRIŠMONTAITĖ",0.15964413443086
"Respublikonų partija","Birutė PAUKŠTIENĖ","Kęstutis NORVILAS",0.159613239115195
"Lietuvos žmonių partija","Irina BUDAJEVA","Vadim DAVYDOV",0.159415949376129
"„Drąsos kelias“ politinė partija","Jonas IVOŠKA","Leonarda KUODIENĖ",0.15941014466021
"Liberalų ir centro sąjunga","Aušrydas TAMULIONIS","Rimantas RADŽIUS",0.159326931776255
"Emigrantų partija","Gediminas NAUČIUS","Juozas MURAUSKAS",0.159135174666664
"„Drąsos kelias“ politinė partija","Algirdas Vaclovas PATACKAS","Gintaras ALEKNONIS",0.158994819955719
"Partija „Jaunoji Lietuva“","Arminas ŠAULYS","Marijus ŠIRVAITIS",0.158801772692276
"Lietuvos žmonių partija","Angelina LABANAUSKIENĖ","Liana GUDAUSKIENĖ",0.158769194628847
"Respublikonų partija","Kęstutis NORVILAS","Odilija LEKŠAITĖ",0.158549148224695
"Liberalų ir centro sąjunga","Raimondas ŠUKYS","Vytautas BOGUŠIS",0.158495653463379
"Respublikonų partija","Nijolė JURKUVIENĖ","Odilija LEKŠAITĖ",0.158452274560766
"Partija „Jaunoji Lietuva“","Aimantas GEČIAUSKAS","Jadvyga GEČIAUSKIENĖ",0.158333520603621
"Emigrantų partija","Artūras ALEKNA","Marius TAŠKEVIČIUS",0.158298736780207
"Respublikonų partija","Artemij SITENKOV","Edis BUDGINAS",0.158121401019024
"Lietuvos žmonių partija","Algimantas PAUKŠTAITIS","Petras VEŽBAVIČIUS",0.157883091437282
"Demokratinė darbo ir vienybės partija","Birutė JANKAUSKIENĖ","Renata MACIENĖ",0.157746950469468
"„Drąsos kelias“ politinė partija","Česlovas STONYS","Linas LABAČIAUSKAS",0.15774400809262
"Partija „Jaunoji Lietuva“","Aimantas GEČIAUSKAS","Mindaugas RIMKEVIČIUS",0.157526036523025
"Krikščionių partija","Anatolij ŠICHOVCOV","Ilona OGURCOVA",0.157045851382773
"Liberalų ir centro sąjunga","Antanas ČERNECKIS","Audrius KLIŠONIS",0.156760682668374
"„Drąsos kelias“ politinė partija","Edvardas ŠALKAUSKAS","Vytautas KUKLYS",0.156679042737292
"Demokratinė darbo ir vienybės partija","Daiva AUGUSTINIENĖ","Viačeslav JANKELEVIČ",0.156605332112104
"Demokratinė darbo ir vienybės partija","Daiva MIEŽETIENĖ","Reda KNIURAITĖ",0.156468153827845
"Krikščionių partija","Rasa JUOCEVIČIENĖ","Sonata BRUŽAITĖ",0.155676605382744
"Lietuvos žmonių partija","Jurij BURSOV","Tadeuš MICHNEVIČ",0.155265253768623
"Liberalų ir centro sąjunga","Iveta SKURVYDIENĖ","Saulius LIEKIS",0.155254242844735
"„Drąsos kelias“ politinė partija","Povilas GYLYS","Vytautas Antanas MATULEVIČIUS",0.155028380500717
"Lietuvos žmonių partija","Giedrius GRIGALIUS","Vilhelmas MOTIEJŪNAS",0.153732313897847
"Liberalų ir centro sąjunga","Andrius BURBA","Rimantas TARAŠKEVIČIUS",0.153599349517906
"Lietuvos žmonių partija","Kęstutis VASILKOVAS","Vainius ARLAUSKAS",0.153568624962424
"Respublikonų partija","Jolanda PETKUVIENĖ","Oksana SLAPŠIENĖ",0.153281555978752
"Liberalų ir centro sąjunga","Alvydas GERVINSKAS","Mantas PANAVAS",0.153057307116263
"„Drąsos kelias“ politinė partija","Erika DRUNGYTĖ","Rytis SALADŽIUS",0.152871315220535
"Emigrantų partija","Artūras ALEKNA","Daiva RAUSCH",0.152546493805597
"„Drąsos kelias“ politinė partija","Artūras RATKUS","Eglė MIRONČIKIENĖ",0.152400485690054
"Krikščionių partija","Daiva SAJEK","Henrikas PETRAUSKAS",0.152366726080397
"Respublikonų partija","Eligija NORKIENĖ-PAPLAUSKĖ","Tomas SALIAMONAS",0.152335245739497
"Respublikonų partija","Rūta ZIENIENĖ","Rytis ZABIELSKAS",0.152127943224416
"Krikščionių partija","Darius KAIRAITIS","Jurgita ŽALIABARŠTYTĖ",0.152042464515667
"Liberalų ir centro sąjunga","Gintautas BABRAVIČIUS","Raimondas ŠUKYS",0.151970339481271
"Liberalų ir centro sąjunga","Gediminas JEGELEVIČIUS","Rimantas DABULIS",0.151858943270973
"Liberalų ir centro sąjunga","Rimvydas TAMULAITIS","Vincas LAURUTIS",0.151734703367318
"„Drąsos kelias“ politinė partija","Rolandas BORAVSKIS","Rytis SALADŽIUS",0.151522659641088
"Respublikonų partija","Danutė MARTINKĖNIENĖ","Juozas DINGELIS",0.151377266534053
"Respublikonų partija","Domantas ČIRVINSKAS","Rūta ZIENIENĖ",0.151335722068532
"Lietuvos žmonių partija","Gintarė BITYTĖ","Valerij DALECKIJ",0.151179131468355
"„Drąsos kelias“ politinė partija","Jonas IVOŠKA","Julius GIRDVAINIS",0.150551291042245
"Krikščionių partija","Raimondas BENUŠIS","Rita ŠEIGIENĖ",0.150364844156295
"Socialistinis liaudies Frontas","Natalja LATYPOVA","Natalja VIKTOROVA",0.150313072771089
"Liberalų ir centro sąjunga","Gediminas JEGELEVIČIUS","Vidmantas PLEČKAITIS",0.150168540611868
"„Drąsos kelias“ politinė partija","Jonas RAMONAS","Zenonas VEGELEVIČIUS",0.149962064931966
"Lietuvos žmonių partija","Emilis MIKELĖNAS","Valerij DALECKIJ",0.149814589447016
"Lietuvos žmonių partija","Emilis MIKELĖNAS","Kęstutis VASILKOVAS",0.149743880066671
"Respublikonų partija","Janas JUREVIČIUS","Kazys Vytautas LAURUŠEVIČIUS",0.149647686741209
"Socialistinis liaudies Frontas","Natalja LATYPOVA","Vladimir FOMIN",0.149437779548204
"Respublikonų partija","Aura BARTAŠKIENĖ","Zita KLIKNIENĖ",0.148891209407793
"Lietuvos žmonių partija","Vainius ARLAUSKAS","Vidmantas ŽEMAITIS",0.148701464257749
"Lietuvos žmonių partija","Jurij BURSOV","Kristina LEONAVIČIENĖ",0.148574586031971
"„Drąsos kelias“ politinė partija","Vygintas VILUTIS","Vytautas KUKLYS",0.148409620610598
"Emigrantų partija","Enrika SKUJAITĖ","Kristina ŽIEMYTĖ",0.148079414633163
"„Drąsos kelias“ politinė partija","Linas ŠALNA","Vaidas REPEČKA",0.14754569423611
"Partija „Jaunoji Lietuva“","Emilija PRIŠMONTAITĖ","Roberta KLIMAVIČIŪTĖ",0.147532437184768
"„Drąsos kelias“ politinė partija","Jonas IVOŠKA","Tautrimas JANUŠEVIČIUS",0.147489489941491
"Lietuvos žmonių partija","Jurij BURSOV","Olga SAVICKAJA",0.147000277256353
"Lietuvos žmonių partija","Dionizas DIRŽAUSKAS","Viačeslav KAŠPOR",0.146921010169207
"Respublikonų partija","Inga ČERNIŪTĖ","Rasa MISIENĖ",0.146535525977884
"Liberalų ir centro sąjunga","Saulius SIMĖ","Vincas KAPOČIUS",0.146432896894024
"Liberalų ir centro sąjunga","Arūnas VALINSKAS","Raimundas PALAITIS",0.145999847683754
"„Drąsos kelias“ politinė partija","Evelina PALTANAVIČIŪTĖ-MATJOŠAITIENĖ","Virgilijus Petras MATULA",0.145869796598827
"Liberalų ir centro sąjunga","Arūnė STIRBLYTĖ","Jurgita GINTAUTAITĖ",0.145805444829708
"Krikščionių partija","Edvinas SKIRGAILA","Eglė VOLUNGEVIČIŪTĖ",0.145801831925951
"Krikščionių partija","Antanas DAMULIS","Tomas ŠIAUDINIS",0.145497164548554
"Respublikonų partija","Alina LITVINOVIČ","Dainora GRUZDIENĖ",0.145414276247246
"Krikščionių partija","Rita LIAUDANSKIENĖ","Rita ŠEIGIENĖ",0.145055243616541
"Liberalų ir centro sąjunga","Rolandas CIJUNČIKAS","Vytautas TARAILĖ",0.144749885872108
"Socialistinis liaudies Frontas","Boleslovas Kristijonas KARENAUSKAS","Edikas JAGELAVIČIUS",0.144607957992414
"Lietuvos žmonių partija","Gintarė BITYTĖ","Rita ŠERNIENĖ",0.144553593866677
"Socialistinis liaudies Frontas","Aušra SAULIENĖ","Gitana VALAVIČIŪTĖ",0.144379631543658
"Liberalų ir centro sąjunga","Antanas SIMONČIKAS","Rolandas CIJUNČIKAS",0.144198980094841
"Respublikonų partija","Birutė PAUKŠTIENĖ","Sandra ADOMAITIENĖ",0.144042881498006
"Lietuvos žmonių partija","Gintarė BITYTĖ","Viačeslav KAŠPOR",0.143114347095366
"Partija „Jaunoji Lietuva“","Inga KRIŠČIŪNIENĖ","Roberta KLIMAVIČIŪTĖ",0.141353521360752
"Liberalų ir centro sąjunga","Andrej AVDONIN","Daiva VALIAUGIENĖ",0.140947011262612
"Partija „Jaunoji Lietuva“","Arminas ŠAULYS","Juozas BAJORAS",0.14083272412796
"Socialistinis liaudies Frontas","Ivan FILONOV","Sergej POPOV",0.140666223593293
"„Drąsos kelias“ politinė partija","Artūras RATKUS","Irena MALINAUSKIENĖ",0.140641200491416
"„Drąsos kelias“ politinė partija","Juozas VALIUŠAITIS","Rolandas BORAVSKIS",0.140478971083584
"Lietuvos žmonių partija","Angelina LABANAUSKIENĖ","Tadeuš MICHNEVIČ",0.140282614130889
"Respublikonų partija","Rimantas NARKŪNAS","Tomas SALIAMONAS",0.140262938511856
"Liberalų ir centro sąjunga","Arvydas ŽILINSKAS","Vytautas TARAILĖ",0.140183331156878
"Krikščionių partija","Aidas ČĖSNA","Arvydas JUREVIČIUS",0.140141553392691
"Socialistinis liaudies Frontas","Gitana VALAVIČIŪTĖ","Marijona ŠIMOLIŪNIENĖ",0.139419416359503
"Krikščionių partija","Algimantas JASIULIONIS","Tomas ŠIAUDINIS",0.138522876120104
"Respublikonų partija","Aušra ABRAMAVIČIENĖ","Daiva VAIDELIENĖ",0.138279224572703
"Respublikonų partija","Ingrida JANKAUSKIENĖ","Linas IMBRAZAS",0.137824043526044
"Socialistinis liaudies Frontas","Kęstutis ŠKĖLA","Vladas JURGUTIS",0.137271762396046
"Lietuvos žmonių partija","Gitana BEDULSKIENĖ","Jonas ŠČEPONIS",0.136686531995479
"Krikščionių partija","Asta GALBUOGIENĖ","Rima RUTKAUSKIENĖ",0.136449826528774
"Lietuvos žmonių partija","Dainius REKEVIČIUS","Valdas VARNAS",0.136127820979907
"Lietuvos žmonių partija","Farit NUGUMANOV","Kęstutis VASILKOVAS",0.135741365227894
"Lietuvos žmonių partija","Dionizas DIRŽAUSKAS","Gintarė BITYTĖ",0.135517331806092
"Respublikonų partija","Domantas ČIRVINSKAS","Ingrida JANKAUSKIENĖ",0.135377257200553
"Lietuvos žmonių partija","Giedrius GRIGALIUS","Vaclovas MACIJAUSKAS",0.135365876582524
"Krikščionių partija","Artūras TAMKUTONIS","Rima KRUPSKYTĖ",0.135342953204031
"„Drąsos kelias“ politinė partija","Juozas VALIUŠAITIS","Rasma BUZIENĖ",0.135338223553285
"Respublikonų partija","Juozas DINGELIS","Stasys DANIUS",0.134993361137802
"Respublikonų partija","Albina KAVALIAUSKAITĖ","Regina MILIAUSKIENĖ",0.134418490933973
"Krikščionių partija","Darius KAIRAITIS","Tomas ŠIAUDINIS",0.134392570184014
"Lietuvos žmonių partija","Indrė JANKAUSKIENĖ","Leonid BONDARENKO",0.133938721166351
"Krikščionių partija","Dalia Kotryna ŽALĖNAITĖ","Tomas STENIUKYNAS",0.133887346014919
"Lietuvos žmonių partija","Leonid BONDARENKO","Viačeslav KAŠPOR",0.13363092277473
"„Drąsos kelias“ politinė partija","Dainius DANILEVIČIUS","Vytautas BUDNIKAS",0.13355111781836
"Krikščionių partija","Arvydas JUREVIČIUS","Aušra TAPARAUSKIENĖ",0.133550836767629
"„Drąsos kelias“ politinė partija","Edvardas ŠALKAUSKAS","Irena VASINAUSKAITĖ",0.132942914911151
"Krikščionių partija","Audronė BARAUSKIENĖ","Rūta JACEVIČIENĖ",0.131921940506952
"Respublikonų partija","Danutė MARTINKĖNIENĖ","Stasys DANIUS",0.131570762501993
"Respublikonų partija","Dalė POŠKIENĖ","Paulius ZABIELSKAS",0.131337480481191
"Socialistinis liaudies Frontas","Birutė DILPŠIENĖ","Virginija BLADIKIENĖ",0.130701627083255
"Respublikonų partija","Aušra ABRAMAVIČIENĖ","Valdas MIKALSKIS",0.130236146679085
"Respublikonų partija","Vilma GALVYDIENĖ","Vitalija GRIGARAVIČIENĖ",0.130079309219389
"Emigrantų partija","Juozas MURAUSKAS","Virginija ANDRIJEVSKIENĖ",0.129723549562581
"Krikščionių partija","Audronė BARAUSKIENĖ","Ernesta RANUSIENĖ",0.129529743451198
"Krikščionių partija","Darius KAIRAITIS","Genovaitė Miglė ANDRULIENĖ",0.129036012589126
"Respublikonų partija","Gintaras GRIGARAVIČIUS","Linas IMBRAZAS",0.128904895728537
"Respublikonų partija","Valdas MIKALSKIS","Vilma GALVYDIENĖ",0.128873600265102
"Lietuvos žmonių partija","Ilona ČIRVINSKAITĖ","Rita ŠERNIENĖ",0.128794595362968
"Partija „Jaunoji Lietuva“","Edita SMETONAITĖ","Lijana JASKŪNAITĖ",0.128778119556208
"Respublikonų partija","Audronė GIGIENĖ","Violeta SEILIUVIENĖ",0.128504661656032
"Socialistinis liaudies Frontas","Vadim LATYPOV","Vladimir FOMIN",0.128356489490914
"Krikščionių partija","Daiva BUDZINSKAITĖ","Rūta JACEVIČIENĖ",0.128307063190318
"Partija „Jaunoji Lietuva“","Aušrys KRIŠČIŪNAS","Stasys BUŠKEVIČIUS",0.128139180632949
"Krikščionių partija","Edvinas SKIRGAILA","Rolandas MERKELIS",0.128134921378825
"„Drąsos kelias“ politinė partija","Daugardas GRUODIS","Inga STEPUKONIENĖ",0.128125917968172
"Krikščionių partija","Daiva PETRAITIENĖ","Sigita SIAURAITIENĖ",0.127998080881473
"Lietuvos žmonių partija","Dainius REKEVIČIUS","Karolis VAIČIŪNAS",0.127665734981942
"Lietuvos žmonių partija","Adrijus BRUSOKAS","Vidmantas ŽEMAITIS",0.127613712770595
"Lietuvos žmonių partija","Angelina LABANAUSKIENĖ","Indrė JANKAUSKIENĖ",0.127362874292291
"Socialistinis liaudies Frontas","Birutė DILPŠIENĖ","Veronika ŽADEIKIENĖ",0.127095053821678
"Socialistinis liaudies Frontas","Genrich SARBAJ","Natalja VIKTOROVA",0.126726104322516
"Lietuvos žmonių partija","Gintarė BITYTĖ","Samanta REMEIKIENĖ",0.126700420048294
"Partija „Jaunoji Lietuva“","Inga KRIŠČIŪNIENĖ","Jadvyga GEČIAUSKIENĖ",0.126149847218674
"Lietuvos žmonių partija","Leonid BONDARENKO","Olga SAVICKAJA",0.125858465842065
"„Drąsos kelias“ politinė partija","Algirdas GURSKIS","Vytautas PEČIŪRA",0.125570296102178
"Partija „Jaunoji Lietuva“","Egidijus ŠVĖGŽDA","Ramunė ŠVILPAUSKIENĖ",0.125567901323961
"Krikščionių partija","Daiva PETRAITIENĖ","Rita LIAUDANSKIENĖ",0.125534853179729
"„Drąsos kelias“ politinė partija","Arūnas JUŠKA","Justė MILUŠAUSKIENĖ",0.125515101476296
"Respublikonų partija","Andrius JASONAS","Kęstutis NORVILAS",0.125479035488357
"Respublikonų partija","Alina LITVINOVIČ","Ilona POPLAVSKAJA",0.125443929584929
"Lietuvos žmonių partija","Irina BUDAJEVA","Jurij BURSOV",0.125400651808732
"Respublikonų partija","Aura BARTAŠKIENĖ","Tomas MERKYS",0.125364560482602
"Socialistinis liaudies Frontas","Olegas RATIUKAS","Vladimir FOMIN",0.125135249310845
"Lietuvos žmonių partija","Jonas ŠČEPONIS","Karolis VAIČIŪNAS",0.125030219607159
"„Drąsos kelias“ politinė partija","Audronė SKUČIENĖ","Saulius STOMA",0.124731204086998
"Respublikonų partija","Donatas BARTKUS","Valdas MIKALSKIS",0.12464598872793
"Krikščionių partija","Arūnas MARKŪNAS","Rolandas MERKELIS",0.124315093312283
"Lietuvos žmonių partija","Indrė JANKAUSKIENĖ","Liana GUDAUSKIENĖ",0.123946581597829
"Krikščionių partija","Algimantas JASIULIONIS","Rūta JANKAUSKIENĖ",0.12379039503581
"Lietuvos žmonių partija","Vainius ARLAUSKAS","Valerij DALECKIJ",0.123771381575834
"„Drąsos kelias“ politinė partija","Jonas RAMONAS","Linas PETRONIS",0.123522969605956
"Respublikonų partija","Rimas KANČYS","Tadas VALKIŪNAS",0.122559602813651
"Lietuvos žmonių partija","Angelina LABANAUSKIENĖ","Kristina NEMANIENĖ",0.122375628537691
"„Drąsos kelias“ politinė partija","Donatas STAKIŠAITIS","Juozas VALIUŠAITIS",0.122363256724904
"„Drąsos kelias“ politinė partija","Birutė VAIKŠNORAITĖ","Irena VASINAUSKAITĖ",0.122340406226402
"Lietuvos žmonių partija","Leonid BONDARENKO","Robertas PRANCKŪNAS",0.122092359132993
"Respublikonų partija","Daiva VAIDELIENĖ","Donatas BARTKUS",0.121941469265921
"Emigrantų partija","Daiva RAUSCH","Enrika SKUJAITĖ",0.121899568726367
"Respublikonų partija","Ilona POPLAVSKAJA","Stanislav LITVINOVIČ",0.121891163296709
"Lietuvos žmonių partija","Andrej JERONKO","Olga SAVICKAJA",0.121688963093631
"Respublikonų partija","Aura BARTAŠKIENĖ","Domantas ČIRVINSKAS",0.121329514740267
"„Drąsos kelias“ politinė partija","Algirdas Vaclovas PATACKAS","Jonas VARKALA",0.121168368217402
"„Drąsos kelias“ politinė partija","Egidijus BALTUŠIS","Erika DRUNGYTĖ",0.120959316227671
"„Drąsos kelias“ politinė partija","Justė MILUŠAUSKIENĖ","Linas LABAČIAUSKAS",0.120868830438864
"Partija „Jaunoji Lietuva“","Juozas BAJORAS","Vladas TUMĖNAS",0.120691176162375
"Respublikonų partija","Eligija NORKIENĖ-PAPLAUSKĖ","Rūta ZIENIENĖ",0.12025526964011
"„Drąsos kelias“ politinė partija","Daugardas GRUODIS","Sigitas MARTINAVIČIUS",0.120208531606278
"Respublikonų partija","Aura BARTAŠKIENĖ","Vilma GALVYDIENĖ",0.120137723546815
"Respublikonų partija","Aušra ABRAMAVIČIENĖ","Vilma GECEVIČIŪTĖ",0.119915022452714
"Krikščionių partija","Alvydas ZIMKUS","Jurgis STAŠEVIČIUS",0.119762470720871
"Respublikonų partija","Odilija LEKŠAITĖ","Tomas MERKYS",0.119183373850794
"Respublikonų partija","Arūnas MARTINKĖNAS","Gintaras GRIGARAVIČIUS",0.118261988369416
"Respublikonų partija","Danguolė GASILIAUSKIENĖ","Remigijus URBONAS",0.11822719903888
"Socialistinis liaudies Frontas","Kęstutis ŠKĖLA","Vitalij LAVKART",0.118127484541526
"Respublikonų partija","Juozas ŠLYŽIUS","Vilma GALVYDIENĖ",0.117864782510252
"Socialistinis liaudies Frontas","Boleslovas Kristijonas KARENAUSKAS","Felicija PACHAR",0.117518246319275
"Partija „Jaunoji Lietuva“","Eglė KNIEČIŪNAITĖ","Ramunė ŠVILPAUSKIENĖ",0.117156944529688
"Respublikonų partija","Arūnas MARTINKĖNAS","Danutė MARTINKĖNIENĖ",0.117008297585497
"Krikščionių partija","Arūnas MARKŪNAS","Rima KRUPSKYTĖ",0.116969323942791
"Socialistinis liaudies Frontas","Aušra SAULIENĖ","Silva JAUNIŠKIENĖ",0.116905914246489
"Emigrantų partija","Giedrius JARAŠIŪNAS","Kristina ŠUKIENĖ",0.116828268169597
"Respublikonų partija","Eligija NORKIENĖ-PAPLAUSKĖ","Rimantas NARKŪNAS",0.116810551760985
"Krikščionių partija","Daiva PETRAITIENĖ","Rolandas MERKELIS",0.116707743031552
"Respublikonų partija","Oleg KAUŠINIS","Tomas SALIAMONAS",0.116632254632062
"Krikščionių partija","Arūnas MARKŪNAS","Arūnas MAULIUS",0.116369784341634
"Respublikonų partija","Aušra ABRAMAVIČIENĖ","Rytis ZABIELSKAS",0.115792294525776
"Emigrantų partija","Gražina MONCEVIČIENĖ","Gražina OLEKAITĖ",0.115606374661816
"Krikščionių partija","Alfonsas MOTUZAS","Rolandas MERKELIS",0.114610938966977
"Respublikonų partija","Stanislav LITVINOVIČ","Valdas MIKALSKIS",0.114369340814212
"Respublikonų partija","Aidas GRICIUS","Valdas MIKALSKIS",0.114238182495446
"Partija „Jaunoji Lietuva“","Arminas ŠAULYS","Eglė KNIEČIŪNAITĖ",0.114067395408796
"Partija „Jaunoji Lietuva“","Donata VAIČYTĖ-MARTINKIENĖ","Laura RUTKAUSKIENĖ",0.113540754566084
"Respublikonų partija","Leonas ALESIONKA","Tomas SALIAMONAS",0.113257466204364
"Krikščionių partija","Rima KRUPSKYTĖ","Rūta JANKAUSKIENĖ",0.113076898590968
"Emigrantų partija","Gražina OLEKAITĖ","Natalija STOČKUVIENĖ",0.112529608818912
"Partija „Jaunoji Lietuva“","Mindaugas RIMKEVIČIUS","Ramunė ŠVILPAUSKIENĖ",0.11222680064063
"Krikščionių partija","Darius GRIGALIONIS","Fausta SMOLENSKIENĖ",0.110997962783443
"Krikščionių partija","Loreta DAMBRAUSKIENĖ","Sonata BRUŽAITĖ",0.11074467660543
"Krikščionių partija","Rima RUTKAUSKIENĖ","Stasė KASPARAVIČIENĖ",0.110124072280271
"Partija „Jaunoji Lietuva“","Emilija PRIŠMONTAITĖ","Simona STINSKAITĖ",0.110024871310956
"Krikščionių partija","Sonata BRUŽAITĖ","Stasė KASPARAVIČIENĖ",0.108586016532966
"Partija „Jaunoji Lietuva“","Emilija PRIŠMONTAITĖ","Ramunė ŠVILPAUSKIENĖ",0.107852566461741
"Krikščionių partija","Algimantas JASIULIONIS","Arvydas GRIGAITIS",0.107150174700062
"Krikščionių partija","Rasa JUOCEVIČIENĖ","Stasė KASPARAVIČIENĖ",0.106900746895858
"Partija „Jaunoji Lietuva“","Laura RUTKAUSKIENĖ","Vitas SMILGYS",0.106854665352268
"Emigrantų partija","Jadvyga ZUPKIENĖ","Rita ANDRIUŠIENĖ",0.106672613859329
"Partija „Jaunoji Lietuva“","Egidijus ŠVĖGŽDA","Marijus ŠIRVAITIS",0.105767875635857
"Partija „Jaunoji Lietuva“","Inga KRIŠČIŪNIENĖ","Laura RUTKAUSKIENĖ",0.104924536453268
"Krikščionių partija","Anatolij ŠICHOVCOV","Rima RUTKAUSKIENĖ",0.104698573717595
"Krikščionių partija","Darius GRIGALIONIS","Laura MACKEVIČIENĖ",0.10466983505269
"Krikščionių partija","Darius GRIGALIONIS","Vytautas JUKNA",0.102676184766642
"Krikščionių partija","Sigita SIAURAITIENĖ","Sonata BRUŽAITĖ",0.10171579789718
"Krikščionių partija","Alfonsas MOTUZAS","Antanas DAMULIS",0.101234728534091
"Krikščionių partija","Aidas ČĖSNA","Arvydas ŠALTENIS",-0.101563908223709
"Krikščionių partija","Arvydas ŠALTENIS","Stasė KASPARAVIČIENĖ",-0.102824950394437
"Partija „Jaunoji Lietuva“","Raimundas KAMINSKAS","Roberta KLIMAVIČIŪTĖ",-0.103033241341668
"Partija „Jaunoji Lietuva“","Aušrys KRIŠČIŪNAS","Tomas ŠVILPAUSKAS",-0.104260372394526
"Krikščionių partija","Gediminas VAGNORIUS","Loreta DAMBRAUSKIENĖ",-0.105553320608717
"Emigrantų partija","Daiva RAUSCH","Gediminas NAUČIUS",-0.105752433320477
"Krikščionių partija","Arvydas JUREVIČIUS","Arvydas ŠALTENIS",-0.10578558194226
"Emigrantų partija","Giedrius JARAŠIŪNAS","Virginija ANDRIJEVSKIENĖ",-0.105981213987459
"Emigrantų partija","Gediminas NAUČIUS","Rita ANDRIUŠIENĖ",-0.106047166825239
"Krikščionių partija","Algirdas MONKEVIČIUS","Arvydas JUREVIČIUS",-0.106814693603965
"Partija „Jaunoji Lietuva“","Dainius BIKULIČIUS","Stasys BUŠKEVIČIUS",-0.10803037065837
"Krikščionių partija","Alvydas KIRKLIAUSKAS","Vidmantas ŽIEMELIS",-0.108031654089208
"Krikščionių partija","Algirdas MONKEVIČIUS","Petras BALČIŪNAS",-0.108116833898141
"Partija „Jaunoji Lietuva“","Aimantas GEČIAUSKAS","Stanislovas BUŠKEVIČIUS",-0.108160192475295
"Partija „Jaunoji Lietuva“","Raimundas MILADAUSKAS","Ramunė ŠVILPAUSKIENĖ",-0.109091268024812
"Emigrantų partija","Gediminas NAUČIUS","Laimutis RAKAS",-0.10936565833257
"Partija „Jaunoji Lietuva“","Donata VAIČYTĖ-MARTINKIENĖ","Raimundas MILADAUSKAS",-0.10987039400681
"Partija „Jaunoji Lietuva“","Stanislovas BUŠKEVIČIUS","Tomas ŠVILPAUSKAS",-0.110110239570663
"Partija „Jaunoji Lietuva“","Laura RUTKAUSKIENĖ","Stanislovas BUŠKEVIČIUS",-0.110280737282056
"Krikščionių partija","Algirdas MONKEVIČIUS","Vytautas JUKNA",-0.110351869819298
"Krikščionių partija","Arvydas ŠALTENIS","Vytautas JUKNA",-0.110513609150372
"Krikščionių partija","Arvydas ŠALTENIS","Rasa JUOCEVIČIENĖ",-0.110581631072711
"Partija „Jaunoji Lietuva“","Laura RUTKAUSKIENĖ","Raimundas KAMINSKAS",-0.11064557170498
"Krikščionių partija","Algirdas MONKEVIČIUS","Darius GRIGALIONIS",-0.110955258275753
"Emigrantų partija","Rita ANDRIUŠIENĖ","Virginija ANDRIJEVSKIENĖ",-0.110972156335034
"Partija „Jaunoji Lietuva“","Aušrys KRIŠČIŪNAS","Eglė KNIEČIŪNAITĖ",-0.111178783705513
"Partija „Jaunoji Lietuva“","Arminas ŠAULYS","Stanislovas BUŠKEVIČIUS",-0.111236102685119
"Partija „Jaunoji Lietuva“","Raimundas KAMINSKAS","Vladas TUMĖNAS",-0.111515403993466
"Emigrantų partija","Gražina MONCEVIČIENĖ","Raimunda MURAUSKIENĖ",-0.112390889091293
"Emigrantų partija","Andrius KASPARAVIČIUS","Juozas MURAUSKAS",-0.112477876016452
"Partija „Jaunoji Lietuva“","Juozas BAJORAS","Stasys BUŠKEVIČIUS",-0.112561554299984
"Partija „Jaunoji Lietuva“","Aimantas GEČIAUSKAS","Aušrys KRIŠČIŪNAS",-0.112712965267093
"Partija „Jaunoji Lietuva“","Raimundas KAMINSKAS","Stanislovas BUŠKEVIČIUS",-0.112879893351181
"Emigrantų partija","Jadvyga ZUPKIENĖ","Rimantas ŽILIONIS",-0.113145227694798
"Emigrantų partija","Redas KIMANTAS","Rolandas JANAVIČIUS",-0.113517291096443
"Partija „Jaunoji Lietuva“","Aušrys KRIŠČIŪNAS","Egidijus ŠVĖGŽDA",-0.113632955311422
"Emigrantų partija","Genė PUŽIENĖ","Juozas MURAUSKAS",-0.113739580783265
"Partija „Jaunoji Lietuva“","Mindaugas RIMKEVIČIUS","Raimundas MILADAUSKAS",-0.114646790970333
"Emigrantų partija","Rimantas ŽILIONIS","Romualdas DANIELIS",-0.114818833963
